processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
GBMIN135074-18	KY909261	8736274	OMNZ:IV85652	KY909261	Mined from GenBank, NCBI		BOLD:ACH8303	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			852137	Corynosoma	852138	Corynosoma hannae																									-46.5	170.3							New Zealand		South Island	near Kaka Point near Nuggets	Catlins Region									
GBMIN135080-18	KT881245	8736280		KT881245	Mined from GenBank, NCBI		BOLD:ADM1447	11	Acanthocephala	54	Archiacanthocephala	25301	Oligacanthorhynchida	25302	Oligacanthorhynchidae			25305	Oligacanthorhynchus	25306	Oligacanthorhynchus tortuosa					Leidy, 1850																												United States	Arkansas	Faulkner County											
GBMIN135086-18	LN994857	8736286		LN994857	Mined from GenBank, NCBI		BOLD:AAF1749	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Hungary		lake Balaton	Szigliget										
GBMIN135089-18	LN994886	8736289		LN994886	Mined from GenBank, NCBI		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Bulgaria		Struma	Kjustendil										
GBMIN135091-18	LN994854	8736291		LN994854	Mined from GenBank, NCBI		BOLD:AAF1749	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Hungary		lake Balaton	Szigliget										
GBMIN135094-18	LN994882	8736294		LN994882	Mined from GenBank, NCBI		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Slovenia		Sava	Dolsko Kamnica creek										
GBMIN135095-18	LN994876	8736295		LN994876	Mined from GenBank, NCBI		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Serbia		Krupaja	Krepoljin										
GBMIN135104-18	LN994880	8736304		LN994880	Mined from GenBank, NCBI		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Serbia		Krupaja	Krepoljin										
GBMIN135107-18	LN994869	8736307		LN994869	Mined from GenBank, NCBI		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Romania		Somes	Nasaud										
GBMIN135117-18	LN994840	8736317		LN994840	Mined from GenBank, NCBI		BOLD:AAF1749	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												France		Western-Europe	Ouche	Dijon									
GBMIN135125-18	KX646794	8736325		KX646794	Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																																	Chile	Los Rios	Curinanco											
GBMIN135129-18	KX646751	8736329		KX646751	Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																																	Chile	Los Rios	Curinanco											
GBMIN135133-18	KX646755	8736333		KX646755	Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																																	Chile	Los Rios	Curinanco											
GBMIN135134-18	KX646768	8736334		KX646768	Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																																	Chile	Los Rios	Calfuco											
GBMIN135139-18	KX646770	8736339		KX646770	Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																																	Chile	Coquimbo	Panul											
GBMIN135142-18	KX646748	8736342		KX646748	Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																																	Chile	Los Rios	Curinanco											
GBMIN135146-18	KX702252	8736346		KX702252	Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																																	Chile	Los Rios	Curinanco											
GBMIN135159-18	KX646759	8736359		KX646759	Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																																	Chile	Biobio	Dichato											
GBMIN135163-18	KX646776	8736363		KX646776	Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																																	Chile	Los Rios	Chaihuin											
GBMIN135165-18	KU928252	8736365		KU928252	Mined from GenBank, NCBI		BOLD:ACH8296	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	852139	Profilicollis antarcticus																																	Chile	Los Rios	Niebla											
GBMIN135170-18	KY292521	8736370		KY292521	Mined from GenBank, NCBI		BOLD:ACH8296	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	852140	Profilicollis chasmagnathi																																	Uruguay	Canelones	Solis Grande stream											
GBMIN135173-18	KY292518	8736373		KY292518	Mined from GenBank, NCBI		BOLD:ACH8296	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	852140	Profilicollis chasmagnathi																																	Uruguay	Maldonado	Jose Ignacio lake											
GBMIN135178-18	KX688132	8736378		KX688132	Mined from GenBank, NCBI		BOLD:ADL9288	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			657218	Pseudocorynosoma	657219	Pseudocorynosoma constrictum																																														
GBSP0642-06	AY690494	488750			Mined from GenBank, NCBI		BOLD:AAA3858	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	26335	Rhadinorhynchidae			26336	Leptorhynchoides	26337	Leptorhynchoides thecatus					Linton, 1891																												United States	Florida	Ochlockonee River,FL 30.3833 N, 84.6559 W											
GBSP0645-06	AY690497	488753			Mined from GenBank, NCBI		BOLD:ACE8914	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	26335	Rhadinorhynchidae			26336	Leptorhynchoides	26337	Leptorhynchoides thecatus					Linton, 1891																												United States	Florida	Suwannee River,FL 29.7011 N, 82.9386 W											
GBSP0658-06	AY690510	488766			Mined from GenBank, NCBI		BOLD:AAA3860	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	26335	Rhadinorhynchidae			26336	Leptorhynchoides	26337	Leptorhynchoides thecatus					Linton, 1891																																									
GBSP0663-06	AY690515	488771			Mined from GenBank, NCBI		BOLD:AAA3860	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	26335	Rhadinorhynchidae			26336	Leptorhynchoides	26337	Leptorhynchoides thecatus					Linton, 1891																												United States	Florida	St. Mary`s River,FL/GA 30.7582 N, 81.7411 W											
GBSP0666-06	AY690518	488774			Mined from GenBank, NCBI		BOLD:AAA3861	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	26335	Rhadinorhynchidae			26336	Leptorhynchoides	26337	Leptorhynchoides thecatus					Linton, 1891																												United States	Florida	Apalachicola River,FL 29.7820 N, 85.0466 W											
GBSP0667-06	AY690519	488775			Mined from GenBank, NCBI		BOLD:ACF0160	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	26335	Rhadinorhynchidae			26336	Leptorhynchoides	26337	Leptorhynchoides thecatus					Linton, 1891																												United States	Florida	Apalachicola River,FL 29.7820 N, 85.0466 W											
GBSP0675-06	AY690527	488783			Mined from GenBank, NCBI		BOLD:ABY6767	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	26335	Rhadinorhynchidae			26336	Leptorhynchoides	26337	Leptorhynchoides thecatus					Linton, 1891																												United States	Florida	Suwannee River,FL 29.7011 N, 82.9386 W											
GBSP0679-06	AY690531	488787			Mined from GenBank, NCBI		BOLD:AAA3861	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	26335	Rhadinorhynchidae			26336	Leptorhynchoides	26337	Leptorhynchoides thecatus					Linton, 1891																												United States	Florida	Ochlockonee River,FL 30.3833 N, 84.6559 W											
GBSP0687-06	AY690539	488795			Mined from GenBank, NCBI		BOLD:ABZ6993	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	26335	Rhadinorhynchidae			26336	Leptorhynchoides	26337	Leptorhynchoides thecatus					Linton, 1891																												United States	Minnesota	Pickerel Lake,MN 46.8052 N, 95.8475 W											
GBSP0691-06	AY690543	488799			Mined from GenBank, NCBI		BOLD:AAA3864	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	26335	Rhadinorhynchidae			26336	Leptorhynchoides	26337	Leptorhynchoides thecatus					Linton, 1891																												United States	Wisconsin	Shawano Lake,WI 44.8184 N, 88.4680 W											
GBSP13104-19	AY390511	10193392			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												United Kingdom													
GBSP5091-13	KC549477	3417104		KC549477	Mined from GenBank, NCBI		BOLD:ACG5913	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus	535657	Polymorphus brevis																	A						Isolate:576	IsolationSource:Nycticorax nycticorax	19.9667	-101.133							Mexico		Lago Cuitzeo, Michoacan.											
GBSP5108-13	KC549494	3417121		KC549494	Mined from GenBank, NCBI		BOLD:ACG5913	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus	535657	Polymorphus brevis																	C						Isolate:316	IsolationSource:Zoogoneticus purhepechus	19.9006	-102.207							Mexico		Lago Camecuaro, Michoacan											
GBSP7516-13	JN695507	3595574	JN695507	JN695507	Mined from GenBank, NCBI		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis					Rudolphi, 1809					Marta Spakulova																							Germany		Baltic Sea,Stralsund											
GBSP8565-13	JX442193	3633510	JX442193	JX442193	Mined from GenBank, NCBI		BOLD:ACH8302	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae																																																				
GBSP8646-13	JN830811	3634552	JN830811	JN830811	Mined from GenBank, NCBI			11	Acanthocephala	174812	Eoacanthocephala	174813	Neoechinorhynchida	174814	Neoechinorhynchidae																																																				
OPPQI076-17	BIOUG34740-B01	8087147	BIOUG34740-B01	GMP#04536	Centre for Biodiversity Genomics		BOLD:AAG8863	20	Arthropoda	82	Insecta	133	Hemiptera	87528	Coreidae	87529	Coreinae	376206	Acanthocephala					Kate Perez	BIN Taxonomy Match (Mar 2018)			Vouchered:Registered Collection	Tissue		CBG Collections Staff				Sumac forest	BIOUG:FRONTENAC-PP	Malaise trap				Forest			Frontenac PP|Read:1		44.5178	-76.5394			176				Canada	Ontario	Sydenham	Frontenac Provincial Park										
PACDE030-18	A-27-07	8539952		A-27-07	University of Duisburg-Essen			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus pulex clade E	Cystacanth	51.5691	6.92872							Germany		Bottrop	Rhine (Emscher)	Boye									
PACDE041-18	A-Kes-03	8539963		A-Kes-03	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus fossarum type B	Cystacanth	51.4266	6.97098							Germany		Essen	Rhine (Emscher)	Kesselbach									
PACDE043-18	A-Kes-05	8539965		A-Kes-05	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus fossarum type B	Cystacanth	51.4266	6.97098							Germany		Essen	Rhine (Emscher)	Kesselbach									
PACDE058-18	A-43-04	8539980		A-43-04	University of Duisburg-Essen		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus pulex clade C	Cystacanth	51.5435	6.92058							Germany		Bottrop	Rhine (Emscher)	Vorthbach									
PACDE075-18	A-Rum-09	8539997		A-Rum-09	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus fossarum type B	Cystacanth, host double infected	51.4247	6.90689							Germany		Muelheim an der Ruhr	Rhine (Ruhr)	Rumbach									
PACDE081-18	A-Rum-18	8540003		A-Rum-18	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus fossarum type B	Cystacanth	51.4247	6.90689							Germany		Muelheim an der Ruhr	Rhine (Ruhr)	Rumbach									
PACDE092-18	A-Ese-04	8540014		A-Ese-04	University of Duisburg-Essen			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik													in Gammarus fossarum type B	Cystacanth	51.1974	6.96564							Germany		Hilden	Rhine (Eselsbach)	Huehnerbach									
PACDE095-18	F2-1	8540017		F2-1	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus roeselii	Cystacanth, 16.-18.06.2014	49.0229	8.31878							Germany		Karlsruhe	Rhine (Federbach)	Federbach									
PACDE102-18	F3-4	8540024		F3-4	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus roeselii	Cystacanth, 16.-18.06.2014	49.0229	8.31878							Germany		Karlsruhe	Rhine (Federbach)	Federbach									
PACDE108-18	F2-71	8540030		F2-71	Karlsruhe Institute of Technology, Zoological Institute			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus roeselii	Cystacanth, 16.-18.06.2014	49.0229	8.31878							Germany		Karlsruhe	Rhine (Federbach)	Federbach									
PACDE117-18	1-1Knie	8540039		1-1	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus roeselii	Cystacanth	49.026	8.31045							Germany		Karlsruhe	Rhine	Knielinger See									
PACDE120-18	6-53	8540042		6-53	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus roeselii	Cystacanth	49.026	8.31045							Germany		Karlsruhe	Rhine	Knielinger See									
PACDE121-18	6-6	8540043		6-6	Karlsruhe Institute of Technology, Zoological Institute			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus roeselii	Cystacanth	49.026	8.31045							Germany		Karlsruhe	Rhine	Knielinger See									
PACDE123-18	6-82	8540045		6-82	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus roeselii	Cystacanth	49.026	8.31045							Germany		Karlsruhe	Rhine	Knielinger See									
PACDE159-18	Fra53	8540081		Fra53	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1185	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus berilloni	Cystacanth	48.3164	2.69411							France		Grez-sur-Loing (Nemours)	Seine	Loing									
PACDE168-18	Fra86	8540090		Fra86	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1185	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus berilloni	Cystacanth	48.3164	2.69411							France		Grez-sur-Loing (Nemours)	Seine	Loing									
PACDE172-18	Fra93	8540094		Fra93	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1185	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus berilloni	Cystacanth	48.3164	2.69411							France		Grez-sur-Loing (Nemours)	Seine	Loing									
GBMHH3642-14	JX202528	5169351		JX202528	Mined from GenBank, NCBI		BOLD:ACS8776	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			657218	Pseudocorynosoma	657219	Pseudocorynosoma constrictum																	Adult					ex: Anas strepera																								
GBMHH5972-14	KC904074	5171681		KC904074	Mined from GenBank, NCBI		BOLD:ACP9887	11	Acanthocephala	709220	Polyacanthocephala	709221	Polyacanthorhynchida	532792	Polyacanthorhynchidae			655633	Polyacanthorhynchus	655634	Polyacanthorhynchus sp.																								isolate: NG-01																						
GBMHH6052-14	KF835351	5171761		KF835351	Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																								isolate: TA6																						
GBSP13110-19	KF559301	10193398			Mined from GenBank, NCBI		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Croatia													
GBSP13137-19	KM659331	10193425			Mined from GenBank, NCBI		BOLD:ADX5298	11	Acanthocephala	54	Archiacanthocephala	25301	Oligacanthorhynchida	25302	Oligacanthorhynchidae			25305	Oligacanthorhynchus	25306	Oligacanthorhynchus tortuosa					Leidy, 1850																																									
GBSP13146-19	KM659340	10193434			Mined from GenBank, NCBI		BOLD:ADX5298	11	Acanthocephala	54	Archiacanthocephala	25301	Oligacanthorhynchida	25302	Oligacanthorhynchidae			25305	Oligacanthorhynchus	25306	Oligacanthorhynchus tortuosa					Leidy, 1850																																									
GBSP13150-19	KM659344	10193438			Mined from GenBank, NCBI		BOLD:ADX5298	11	Acanthocephala	54	Archiacanthocephala	25301	Oligacanthorhynchida	25302	Oligacanthorhynchidae			25305	Oligacanthorhynchus	25306	Oligacanthorhynchus tortuosa					Leidy, 1850																																									
GBSP13155-19	KM659349	10193443			Mined from GenBank, NCBI		BOLD:ADX0973	11	Acanthocephala	54	Archiacanthocephala	25301	Oligacanthorhynchida	25302	Oligacanthorhynchidae			25305	Oligacanthorhynchus	25306	Oligacanthorhynchus tortuosa					Leidy, 1850																																									
GBSP13170-19	KM659364	10193458			Mined from GenBank, NCBI		BOLD:ADW9907	11	Acanthocephala	54	Archiacanthocephala	25301	Oligacanthorhynchida	25302	Oligacanthorhynchidae			25305	Oligacanthorhynchus	25306	Oligacanthorhynchus tortuosa					Leidy, 1850																																									
GBSP13182-19	KM659376	10193470			Mined from GenBank, NCBI		BOLD:ADW0275	11	Acanthocephala	54	Archiacanthocephala	25301	Oligacanthorhynchida	25302	Oligacanthorhynchidae			25305	Oligacanthorhynchus	25306	Oligacanthorhynchus tortuosa					Leidy, 1850																																									
GBSP13209-19	KX279900	10193497			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	939132	Profilicollis botulus																																														
GBSP13316-19	KJ819966	10193604			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Croatia													
GBSP13377-19	LC100044	10193665			Mined from GenBank, NCBI		BOLD:ADW1093	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	24842	Echinorhynchidae			938996	Pseudoacanthocephalus	938998	Pseudoacanthocephalus toshimai																																	Japan													
GBSP13396-19	LC100063	10193684			Mined from GenBank, NCBI		BOLD:ADW1089	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	24842	Echinorhynchidae			938996	Pseudoacanthocephalus	938997	Pseudoacanthocephalus lucidus																																	Japan													
GBSP13399-19	LC100066	10193687			Mined from GenBank, NCBI		BOLD:ADW1089	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	24842	Echinorhynchidae			938996	Pseudoacanthocephalus	938997	Pseudoacanthocephalus lucidus																																	Japan													
GBSP13401-19	LC100068	10193689			Mined from GenBank, NCBI		BOLD:ADW1089	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	24842	Echinorhynchidae			938996	Pseudoacanthocephalus	938997	Pseudoacanthocephalus lucidus																																	Japan													
GBSP13403-19	LC100070	10193691			Mined from GenBank, NCBI		BOLD:ADX4163	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	24842	Echinorhynchidae			24843	Acanthocephalus	938866	Acanthocephalus nanus																																	Japan													
GBSP13422-19	LN994894	10193710			Mined from GenBank, NCBI		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Bulgaria													
GBSP13424-19	LN994896	10193712			Mined from GenBank, NCBI		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Bulgaria													
GBSP13428-19	LN994900	10193716			Mined from GenBank, NCBI		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Bulgaria													
GBSP13436-19	LN994908	10193724			Mined from GenBank, NCBI		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Austria													
GBSP13439-19	LN994911	10193727			Mined from GenBank, NCBI		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Slovakia													
GBSP13444-19	LN994916	10193732			Mined from GenBank, NCBI		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Slovakia													
GBSP13459-19	LN994931	10193747			Mined from GenBank, NCBI		BOLD:ADX0340	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Italy													
GBSP13467-19	LN994939	10193755			Mined from GenBank, NCBI		BOLD:ADX2737	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Russia													
GBSP13474-19	LN994946	10193762			Mined from GenBank, NCBI		BOLD:ADX2739	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Turkey													
GBSP13479-19	LN994951	10193767			Mined from GenBank, NCBI		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis					Rudolphi, 1809																												France													
GBSP13486-19	LN994958	10193774			Mined from GenBank, NCBI		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis					Rudolphi, 1809																												France													
GBSP13489-19	LN994962	10193777			Mined from GenBank, NCBI		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis					Rudolphi, 1809																												France													
GBSP13492-19	LN994967	10193780			Mined from GenBank, NCBI		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis					Rudolphi, 1809																												France													
GBSP13499-19	LN994974	10193787			Mined from GenBank, NCBI		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis					Rudolphi, 1809																												Germany													
